text,label,source
"romantic paris. 2 nights, 2 flights from £79 book now 4 next year. call 08704439680ts&cs apply.",spam,sms
"Haven't seen my facebook, huh? Lol!",ham,sms
I jokin oni lar.. Ü busy then i wun disturb ü.,ham,sms
"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",spam,sms
No objection. My bf not coming.,ham,sms
"I shall book chez jules for half eight, if that's ok with you?",ham,sms
"freemsg: claim ur 250 sms messages-text ok to 84025 now!use web2mobile 2 ur mates etc. join txt250.com for 1.50p/wk. t&c box139, la32wu. 16 . murder txtx or stop",spam,sms
So how many days since then?,ham,sms
74355 xmas iscoming & ur grant either £500 cd gift vouchers & free entry 2 r £100 weekly draw txt music to 87066 tnc,spam,sms
rediscover the deeper meaning of life and the means to make true peace. understand the essence of being a true sikh. sms join gurubani to 09219592195,spam,sms
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham,sms
You have 1 new voicemail. Please call 0871918154.,spam,sms
Ü comin to fetch us oredi...,ham,sms
please call 08712402972 immediately as there is an urgent message wait for you,spam,sms
someone u experience has need our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu,spam,sms
Sorry i missed your call. Can you please call back.,ham,sms
the current leading bid be 151. to break this auction institutionalize out. customer care: 08718726270,spam,sms
Ok lor... Or u wan me go look 4 u?,ham,sms
"	This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",spam,sms
free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to receive entry question(std txt rate)t&c's employ 08452810075over18's,spam,sms
a £400 xmas reward exist look for you! our computer has randomly picked you from our loyal mobile customers to find a £400 reward. just call 09066380611,spam,sms
K.k:)apo k.good movie.,ham,sms
ur cash-balance embody currently 500 pounds - to maximise ur cash-in now institutionalize collect to 83600 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,spam,sms
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",ham,sms
"loan for any purpose £500 - £75,000. homeowners + tenants welcome. have you embody previously refused? we can still help. call free 0800 1956668",spam,sms
Please tell me you have some of that special stock you were talking about,ham,sms
sorry i missed your call let's talk when you ingest the time. i'm on 07090201529,spam,sms
Free Top ringtone -sub to weekly ringtone-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,sms
"congratulations! thanks to a good friend u ingest advance the £2,000 xmas prize. 2 claim is easy, just call 08718726978 now! only 10p per minute. bt-national-rate",spam,sms
Are you angry with me. What happen dear,ham,sms
"APPLICATION PROCESS  GOOD DAY SIR/MADAM 

 In 2020 I applied to the institution but I didn't know I was accepted for the 2021 Arcademic Year. As I was trying to apply for this year for the past few months but with no success, I noticed that I owe the institution R3280. I kindly please ask for your assistance as I wish to enroll in this Institution for this Academic year 2022.

YOURS SINCERELY 
RESHOKETSWE SEKHUKHUNE",ham,email
"	u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam,sms
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,sms
"atm block:dear customer, due to our system advance your atm card experience just exist de-activated. to re-activate call customer care for help 07068796424 now.",spam,sms
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",ham,sms
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only ..To stop go2 notxt.co.uk,spam,sms
xmas iscoming & ur grant either £500 cd gift vouchers & free entry 2 r £100 weekly draw txt music to 87066 tnc www.ldew.com1win150ppmx3age16subscription,spam,sms
"thanks for your ringtone order, reference number x49. your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989182. from: [colour=red]text[/colour]txtstar",spam,sms
you ingest 1 new message. please call 08712400200.,spam,sms
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",ham,sms
asked 3mobile if 0870 chatlines inclu in free mins. india cust servs sed yes. l8er got mega bill. 3 dont giv a shit. bailiff due in days. i o £250 3 want £800,spam,sms
call freephone 0800 542 0578 now!,spam,sms
hey i am really require to chat text hot to 69698 text institutionalize at 150pm to unsubscribe text stop 69698,spam,sms
Ha ha ha good joke. Girls are situation seekers.,ham,sms
That's y u haf 2 keep me busy...,ham,sms
Eh u send wrongly lar...,ham,sms
"wellness profile -health checkup from thyrocare: covers heart, thyroid, kidney, liver, diabetes & more. 63 wellness tests @home service with 33% disc. : 09222201004",spam,sms
"urgent! call 09066350760 from your landline. your complimentary 4* ibiza holiday or 20,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+",spam,sms
"thanks for your ringtone order, reference number x29. your mobile will exist charged 4.50. should your tone not arrive please call customer services 09065989180",spam,sms
"	Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",spam,sms
"urgent! call 09061749602 from landline. your complimentary 4* tenerife holiday or £10,000 cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+",spam,sms
you be being rive off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,spam,sms
"urgent! your mobile no 077xxx win a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to achieve you! yell 09066362206 asap! box97n7qp, 150ppm",spam,sms
Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,ham,sms
we test to contact you re your reply to our offer of a video handset? 750 anytime any networks mins? unlimited text? call 08000930705 now,spam,sms
the current head bid embody 151. to pause this auction send out. customer care: 08718726270,spam,sms
hi its lucy hubby at meetins all day fri & i will b alone at hotel u fancy cumin over? pls leave msg 2day 09099726395 lucy x calls£1/minmobsmorelkpobox177hp51fl,spam,sms
Have you seen who's back at Holby?!,ham,sms
rediscover the deeper meaning of life and the means to achieve true peace. understand the essence of embody a true sikh. sms link gurubani to 09219592195,spam,sms
free>ringtone! answer real or poly eg real1 1. pushbutton 2. dontcha 3. babygoodbye 4. golddigger 5. webeburnin 1st tone free and 6 more when u join for £3/wk,spam,sms
"you exist secure the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+",spam,sms
Great. P diddy is my neighbor and comes for toothpaste every morning,ham,sms
"reminder from o2: to convey 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam,sms
hey i am really want to confab text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,sms
price revise soon for urbtech xaviers fully loaded tallest tower in noida few units exit for more details call 9891205199,spam,sms
"as a valued customer, i am delight to advise you that following recent lucky draw of your mobile no. you are awarded with a rs.5,00,000 bonus prize, call 7908807538",spam,sms
Hi 07734396840 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151,spam,sms
new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693,spam,sms
december only! ingest your mobile 11mths+? you be gentle to update to the latest colour camera mobile for free! call on 08002986905,spam,sms
"suffice you hear about the new ""divorce barbie""? it amount with all of ken's stuff!",spam,sms
Ü no home work to do meh...,ham,sms
What should i eat fo lunch senor,ham,sms
So what did the bank say about the money?,ham,sms
as a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,spam,sms
Might ax well im there.,ham,sms
you cause gain a guaranteed £200 award or even £1000 cashto exact ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php. rg21 4jx,spam,sms
78%  in mca. But not conform.,ham,sms
u ingest a secret admirer who be looking 2 make contact with u-find out who they r*reveal who consider ur so special-call on 09065171142-stopsms-08718727870150ppm,spam,sms
dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,spam,sms
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,spam,sms
todays voda numbers finish 5226 are choose to find a ?350 award. if you hava a match please yell 08712300220 quoting claim code 1131 standard rates app,spam,sms
"Ya, told..she was asking wats matter?",ham,sms
you experience won a nokia 7250i. this is what you experience when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,spam,sms
we examine to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam,sms
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,ham,sms
Ok.ok ..then..what is ur todays plan,ham,sms
"lookatme!: thanks for your purchase of a video clip from lookatme!, you've been institutionalize 35p. think you can do better? why not send a video in a mmsto 32323.",spam,sms
xmas reward embody wait for you! our computer has randomly cull you from our loyal mobile customers to receive a £400 reward. just call 09066380644,spam,sms
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham,sms
U know we watchin at lido?,ham,sms
you embody embody ripped off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,spam,sms
"hot live fantasies yell now 08707500020 just 20p per min ntt ltd, po box 1327",spam,sms
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,spam,sms
you'll not rcv any more msgs from the chat svc. for free hardcore services text go to: 69988 if u get nothing u must age affirm with yr network & try again,spam,sms
free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to receive entry question call 08452810075,spam,sms
No:-)i got rumour that you going to buy apartment in chennai:-),ham,sms
"one call can modify your life.weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.call-9871993238,9871965149",spam,sms
camera - you embody awarded a sipix digital camera! call 09061221065 fromm landline. delivery within 8 days,spam,sms
phony £350 award - todays voda numbers finish xxxx are selected to receive a £350 award. if you have a match please bid 08712300220 quoting claim code 3100 standard rates app,spam,sms
Call me when u finish then i come n pick u.,ham,sms
"in the simpsons movie released in july 2007 name the band that exit at the start of the film? a-green day, b-blue day, c-red day. (send a, b or c)",spam,sms
"congratulations! thanks to a good friend u have advance the £2,000 xmas prize. 2 claim embody easy, just call 08718726978 now! only 10p per minute. bt-national-rate",spam,sms
good luck! draw convey place 28th feb 06. good luck! for removal institutionalize stop to 87239 customer services 08708034412,spam,sms
missed call alert. these numbers yell but left no message. 07008009200,spam,sms
"sms services. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with stop. no extra charge. help:08700469649. po box420. ip4 5we",spam,sms
"sms. ac blind date 4u!: rodds1 embody 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind see station hide",spam,sms
congratulations ur awarded either £500 of cd gift vouchers & free entry 2 our £100 weekly draw txt music to 87066 tncs www.ldew.com,spam,sms
"Aight, let me know when you're gonna be around usf",ham,sms
more people embody chase in your area now. call 09090204448 and join like mind guys. why not arrange 1 yourself. there's 1 this evening. a£1.50 minapn ls278bb,spam,sms
freemsg: fancy a flirt? reply date now & join the uks fastest growing mobile see service. msgs rcvd just 25p to optout txt stop to 83021. reply date now!,spam,sms
you embody chosen to incur a £350 award! pls call claim number 09066364311 to collect your award which you exist selected to get as a esteem mobile customer.,spam,sms
you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99,spam,sms
freemsg: hey - i'm buffy. 25 and enjoy to meet men. home alone feeling randy. reply 2 c my pix! qlynnbv help08700621170150p a msg send stop to stop txts,spam,sms
+449071512431 urgent! this is the 2nd attempt to contact u!u receive advance £1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max£7. 50,spam,sms
"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free!",spam,sms
camera - you are awarded a sipix digital camera! call 09061221067 fromm landline. delivery within 28 days.,spam,sms
lack call alert. these numbers called but forget no message. 07008009200,spam,sms
recpt 1/3. you ingest ordered a ringtone. your order is exist processed...,spam,sms
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001809 from land line. Claim M95. Valid12hrs only,spam,sms
eeta (25/f) is receive you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat2708198,spam,sms
"plots available at greater noida near pari chowk, regn ok. @ 2600/-per gauge.booking starts with 30000/-onwards or full down.instalments also.call 9213241451.",spam,sms
Alright took the morphine. Back in yo.,ham,sms
urgent! we embody trying to contact you. last weekends draw shows that you have succeed a £900 prize guaranteed. call 09061701851. claim code k61. valid 12hours only,spam,sms
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",ham,sms
"bored of speed dating? prove speedchat, txt speedchat to 80155, if you don't like em txt swap and experience a new chatter! chat80155 pobox36504w45wq 150p/msg rcd 16",spam,sms
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,ham,sms
u have a secret admirer who embody bet 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 0906517113-stopsms-08,spam,sms
Im just wondering what your doing right now?,ham,sms
ILL B DOWN SOON,ham,sms
"got what it takes 2 take part in the wrc rally in oz? u can with lucozade energy! text rally le to 61200 (25p), meet packs or lucozade.co.uk/wrc & itcould embody u!",spam,sms
"i require some cock! my hubby's away, i need a real man 2 satisfy me. txt wife to 89938 for no strings action. (txt stop 2 end, txt rec £1.50ea. otbox 731 la1 7ws. )",spam,sms
Yup ü not comin :-(,ham,sms
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? ",ham,sms
you have 1 new message. please call 08712400200.,spam,sms
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,ham,sms
text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx,spam,sms
"with airtel 3g watch over 90 tv channels across entertainment, sports, music, news on your phone- http://apalyaps15.com/tv/tv.jsp .to trip 3g, sms 3g to 121",spam,sms
"with airtel 3g watch over 90 tv channels across entertainment, sports, music, news on your phone- http://apalyaps15.com/tv/tv.jsp .to activate 3g, sms 3g to 121",spam,sms
u 447801259231 have a secret admirer who constitute look 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 0905809458,spam,sms
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",ham,sms
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),ham,sms
"cerebrate ur smart ? gain £200 this week in our weekly quiz, text play to 85222 now!t&cs winnersclub po box 84, m26 3uz. 16+. gbp1.50/week",spam,sms
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+,spam,sms
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,sms
someone possess contacted our date service and infix your phone because they picture you! to find out who it embody call from a landline 09111032124 . pobox12n146tf150p,spam,sms
we prove to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery conjoin,spam,sms
Ok i will message u before i leave my house.,ham,sms
you have an important customer service announcement. phone freephone 0800 542 0825 now!,spam,sms
you are choose to receive a £350 award! pls call claim number 09066364311 to accumulate your award which you are selected to receive as a measure mobile customer.,spam,sms
"congrats! 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid your mates, play java games, dload polyph music, noline rentl.",spam,sms
"wan2 win a meet+greet with westlife 4 u or a m8? they embody currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text",spam,sms
"dear customer, due to bvn system upgrade, your atm card possess embody de-activated by cbn. to re-activate call customer care 08167340838 for help.",spam,sms
"bears pic nick, and tom, pete and ... dick. in fact, all types prove gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam,sms
"you are being contacted by our date service by someone you know! to find out who it is, call from your mobile or landline 09064017305 pobox75ldns7",spam,sms
5p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,spam,sms
"urgent. important information for 02 user. today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam,sms
07732584351 - rodger cauterize - msg = we sample to call you re your reply to our sms for a free nokia mobile + free camcorder. please call now 08000930705 for delivery tomorrow,spam,sms
u experience a secret admirer who embody looking 2 make contact with u-find out who they r*reveal who cerebrate ur so special-call on 0905809458,spam,sms
you have 1 new message. please yell 08715205273,spam,sms
"you are embody adjoin by our dating service by someone you know! to find out who it is, call from a land line 09050000928. pobox45w2tg150p",spam,sms
i can call in  &lt;#&gt;  min if thats ok,ham,sms
"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy",spam,sms
I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,ham,sms
I sent you  6000;  bucks,ham,sms
Sorry completely forgot * will pop em round this week if your still here?,ham,sms
convey the official england poly ringtone or colour flag on yer mobile for tonights game! text tone or flag to 84199.,spam,sms
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam,sms
"this is the 2nd time we ingest tried 2 contact u. u possess won the 750 pound prize. 2 claim be easy, call 08718726970 now! only 10p per min. bt-national-rate",spam,sms
ur hmv quiz cash-balance is currently £500 - to maximise ur cash-in now send hmv1 to 86688 only 150p/msg,spam,sms
"congrats! 1 year special cinema pass for 2 embody yours. call 09061209466 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm.",spam,sms
Hi Dev Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem.. Wating for your reply.,ham,sms
we would like to inform you that you have been recorded as leaving your home on 3 occasions yesterday. a fine of �35 has exist added to your gov.uk�account. for further information please visit�gov.uk/ coronavirus-penalty-payment racking. protect the nhs. save lives,spam,sms
"denis : Your Amazon Prime Membership Cancellation Your Amazon Prime free trial has been cancelled.



Amazon.com 

Your Amazon    |  Today's Deals    |  Gift Cards




Hello denis,

When you sign up for an Amazon Prime free trial, we require a valid card to ensure that your membership can upgrade to a paid plan at the end of the trial period. There is an outstanding issue with the credit card you provided and we cannot charge you for the annual membership fee. As a result, your Amazon Prime free trial has been canceled.

If you'd like to join Amazon Prime again, start a paid membership by signing-up during checkout or visiting the Amazon Prime page.

Thank you,

Amazon.com Customer Service



  Start a New Prime Membership   




© Amazon.com, Inc. or its affiliates. All rights reserved. Amazon, Amazon.com, Prime, the Amazon.com logo and 1-Click are registered trademarks of Amazon.com, Inc. or its affiliates. Amazon.com, 410 Terry Avenue N., Seattle, WA 98109-5210.

This message was sent to: denis.supermen888@gmail.com


",ham,email
Oh ya ya. I remember da. .,ham,sms
"swayamvara by david hair,�swayamvara� (the return of ravana book 2) by david hair be a story of reincarnation, two swayamvaras, 800 years apart, that sees four lives knotted forever & one rigid force, ravana reborn.",spam,sms
todays voda numbers finish 7548 embody selected to receive a $350 award. if you ingest a match please call 08712300220 quoting claim code 4041 standard rates app,spam,sms
"final chance! claim ur £150 worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile!",spam,sms
"urgent! your mobile no 077xxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm",spam,sms
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham,sms
"WIN: We have a winner! Mr. T. Tilo won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam,sms
freemsg: our records designate you may be title to 3750 pounds for the accident you had. to arrogate for free reply with yes to this msg. to choose out text stop,spam,sms
natalja (25/f) embody receive you to embody her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? send stop frnd to 62468,spam,sms
"you ve won! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam,sms
Otherwise had part time job and tuition..now its difficult�,ham,sms
congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift vouch call 09061104276 to claim ts&cs www.smsco.net cost£3.75max,spam,sms
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ham,sms
it's urgent please contact me for an unclaimed bequest payment as the assigned beneficiary via email infogfreeman@gmail.com regards gordon,spam,sms
Umma. Did she say anything,ham,sms
"thanks for your ringtone order, reference number x49. your mobile will exist charged 4.50. should your tone not arrive please call customer services 09065989182. from: [colour=red]text[/colour]txtstar",spam,sms
"this exist the 2nd time we have tried 2 contact u. u ingest won the £750 pound prize. 2 claim is easy, call 087187272008 now1! only 10p per minute. bt-national-rate.",spam,sms
urgent! please call 09061743810 from landline. your abta complimentary 4* tenerife holiday or #5000 cash await collection sae t&cs box 326 cw25wx 150 ppm,spam,sms
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",ham,sms
goldviking (29/m) is inviting you to be his friend. reply yes-762 or no-762 see him: www.sms.ac/u/goldviking stop? send stop frnd to 62468,spam,sms
"do you recognize that in about 40 years, we'll ingest thousands of old ladies range around with tattoos?",spam,sms
85233 free>ringtone!reply real,spam,sms
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,ham,sms
update for free to oranges latest colour camera mobiles & unlimited weekend calls. call 08718738034,spam,sms
sorry i missed your call let's talk when you experience the time. i'm on 07090201529,spam,sms
win a £200 shopping spree every week starting now. 2 play text store to 88039. skilgme. tscs08714740323 1winawk! age16 £1.50perweeksub.,spam,sms
dont forget you can range as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,spam,sms
"atm block:dear customer, due to our system upgrade your atm card has just been bl0cked. to re-activate call customer care for help 8927307655 now.",spam,sms
I sent them. Do you like?,ham,sms
"auction round 4. the highest bid constitute now £54. next maximum bid exist £71. to bid, send bids e. g. 10 (to bid £10) to 83383. good luck.",spam,sms
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",ham,sms
Yes. that will be fine. Love you. Be safe.,ham,sms
u are subscribe to the best mobile content service in the uk for £3 per 10 days until you institutionalize blockade to 82324. helpline 08706091795,spam,sms
sms. ac sptv: the new jersey devils and the detroit red wings play ice hockey. correct or incorrect? end? answer end sptv,spam,sms
asked 3mobile if 0870 chatlines inclu in free mins. india cust servs sed yes. l8er bring mega bill. 3 dont giv a shit. bailiff due in days. i o £250 3 want £800,spam,sms
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",ham,sms
"congratulations! thanks to a good friend u have won the £2,000 xmas prize. 2 claim embody easy, just call 08718726978 now! only 10p per minute. bt-national-rate",spam,sms
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,ham,sms
"one call can change your life.weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.call-9871993238,9871965149",spam,sms
dear (paytm)customer your paytm kyc ingest embody suspend pay-tm office ph 6200992462 your paytm a/c will block within 24hr thank you.,spam,sms
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,spam,sms
goldviking (29/m) embody bid you to embody his friend. reply yes-762 or no-762 see him: www.sms.ac/u/goldviking stop? send stop frnd to 62468,spam,sms
dear customer your pyatm wallet induce embody booked and hold your amount please complete your kyc contact customer care 8927307655,spam,sms
tbs/persolvo. been chase us since sept for£38 definitely not paying now thanks to your information. we will cut them. kath. manchester.,spam,sms
HELLO PEACH! MY CAKE TASTS LUSH!,ham,sms
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",spam,sms
"	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",spam,sms
you won't trust it but it's true. it's incredible txts! reply g now to study truly amazing things that will blow your mind. from o2fwd only 18p/txt,spam,sms
urgent this exist our 2nd attempt to touch u. your £900 prize from yesterday is still look collection. to exact call now 09061702894,spam,sms
We have pizza if u want,ham,sms
I will be gentle baby! Soon you will be taking all ..,ham,sms
your next amazing xxx picsfree1 video will be institutionalize to you enjoy! if one vid is not enough for 2day text back the keyword picsfree1 to get the next video.,spam,sms
Lol! Oops sorry! Have fun.,ham,sms
Yep then is fine 7.30 or 8.30 for ice age.,ham,sms
todays voda numbers stop with 7634 exist choose to receive a £350 reward. if you possess a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam,sms
"we experience find a request from you for buy paytm payments bank fastag. total amount to be devote is rs 250/- (tag cost rs. 100 security deposit rs. 0, threshold -rs. 150). in case of any queries, please contact us at https://m.paytm.me/fastag-help",spam,sms
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham,sms
u ingest a secret admirer who constitute attend 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 0906517113-stopsms-08,spam,sms
"we have received a request from you for purchase paytm payments bank fastag. total amount to embody bear is rs 250/- (tag cost rs. 100 security deposit rs. 0, threshold -rs. 150). in case of any queries, please contact us at https://m.paytm.me/fastag-help",spam,sms
"u r subscribed 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt stop 2 84128,custcare 08712405020",spam,sms
"K, wat s tht incident?",ham,sms
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8927307655,spam,sms
what do u want for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on 0800 0721072 to find out more!,spam,sms
"rock yr chik. experience 100's of filthy films &xxx pics on yr phone now. rply filth to 69669. saristar ltd, e14 9yt 08701752560. 450p per 5 days. stop2 cancel",spam,sms
Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham,sms
"urgent! call 09066350760 from your landline. your complimentary 4* ibiza holiday or 20,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+",spam,sms
Sorry de i went to shop.,ham,sms
"double mins and txts 4 6monthsavailable on sony, nokia motorola phones. call mobileupd8 on 08000839403 or call2optout/n9dx",spam,sms
Alright. I'm out--have a good night!,ham,sms
Huh y lei...,ham,sms
"gov.uk alert coronavirus it has come to our attention that you have been out of the house more than once. due to this irresponsible behaviour, we are publish you a formal warning and �250 fine. if this continues, the fine could increase to a maximum of �5000 and/or an arrest. payment will be taken automatically out of your account. call 0800345 9999 for any enquiries or to appeal.",spam,sms
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,ham,sms
message important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there be a fantastic surprise awaiting you,spam,sms
"congrats, your product order at paytm mall pvt. ltd. is accepted. message your name company and account number to ph 7679046492",spam,sms
